timestamp,flight_time
1769024778.1662233,0.07279396057128906
1769024778.391467,0.13895916938781738
1769024778.579127,0.11373472213745117
1769024778.8194792,0.1661393642425537
1769024778.970544,0.06341338157653809
1769024779.1999867,0.1509406566619873
1769024779.3036485,0.0009160041809082031
1769024779.4786804,0.08208823204040527
1769024779.8506844,0.22597050666809082
1769024821.1885405,0.07526183128356934
1769024821.2551785,0.14189982414245605
1769024821.5782006,0.2161087989807129
1769024821.7941494,0.14113545417785645
1769024822.0308416,0.20091748237609863
1769024822.8678653,0.7447772026062012
1769024823.6738076,0.6753065586090088
1769024823.8183248,0.027344703674316406
1769024823.9943213,0.07342362403869629
1769024824.1827328,0.07238578796386719
1769024824.4047372,0.13901996612548828
1769024824.6503384,0.15327739715576172
1769024824.88493,0.16150879859924316
1769024825.0914938,0.11507081985473633
1769024825.215021,0.035140037536621094
1769024825.4452438,0.11156463623046875
1769024825.6582851,0.12441730499267578
1769024826.02048,0.28804874420166016
1769024826.2037988,0.06445717811584473
1769024826.5039346,0.15662574768066406
1769024826.6213064,0.026126623153686523
1769024826.8589005,0.10760164260864258
1769024827.1083927,0.14986729621887207
1769024827.1829731,0.22444772720336914
1769024827.3696792,0.06683659553527832
1769024827.486257,0.03184866905212402
1769024827.7318282,0.14723849296569824
1769024828.0470808,0.22342658042907715
1769024828.326736,0.1988506317138672
1769024828.9275897,0.4808187484741211
1769024829.195308,0.1452178955078125
1769024829.3314784,0.056632041931152344
1769024829.5338683,0.1044161319732666
1769024829.6533482,0.019639968872070312
1769024829.9024198,0.16192388534545898
1769024830.043081,0.03400015830993652
1769024830.2910988,0.1288013458251953
1769024830.6492567,0.29610323905944824
1769024830.8851857,0.12501788139343262
1769024831.0946548,0.11119651794433594
1769024831.3218162,0.1386275291442871
1769024831.6047213,0.2077779769897461
1769024831.963358,0.21205449104309082
1769024832.1870513,0.1605210304260254
1769024832.4407256,0.15775036811828613
1769024832.6935437,0.15411114692687988
1769024832.8927689,0.11973118782043457
1769024833.08334,0.06762146949768066
1769024833.4168894,0.18154001235961914
1769024833.6259525,0.12364339828491211
1769024833.8056226,0.08931446075439453
1769024833.9629865,0.06440353393554688
1769024834.252446,0.18982267379760742
1769024834.4512682,0.09223771095275879
1769024834.5600965,0.001064300537109375
1769024834.7998173,0.1459047794342041
1769024835.0188432,0.15413808822631836
1769024835.372276,0.22292160987854004
1769024835.5439317,0.08430814743041992
1769024835.6849587,0.0010602474212646484
1769024835.8014483,0.11754989624023438
1769024835.924289,0.020153284072875977
1769024836.0591795,0.1550438404083252
1769024836.2043364,0.002666950225830078
1769024836.4635205,0.15132403373718262
1769024836.6587222,0.0852973461151123
1769024836.8358853,0.05010867118835449
1769024837.20344,0.25743627548217773
1769024837.4311664,0.1409904956817627
1769024837.6304638,0.11806774139404297
1769024837.847801,0.1345834732055664
1769024838.0489316,0.12725424766540527
1769024838.2372777,0.11095738410949707
1769024838.45288,0.14216065406799316
1769024838.5224469,0.21172761917114258
1769024838.7299423,0.0950322151184082
1769024838.9416559,0.08700108528137207
1769024839.199613,0.16143536567687988
1769024839.6674402,0.34861326217651367
1769024839.88753,0.09815192222595215
1769024840.0905917,0.10783243179321289
1769024840.367921,0.1775972843170166
1769024840.6317854,0.19283556938171387
1769024840.6887524,0.0013580322265625
1769024840.8989205,0.12233233451843262
1769024841.1413956,0.18324565887451172
1769024841.2115276,0.25337767601013184
1769024841.4240105,0.13718771934509277
1769024841.6349342,0.14315176010131836
1769024841.845877,0.13957619667053223
1769024842.0026493,0.07704615592956543
1769024842.2095547,0.10660648345947266
1769024842.4569361,0.1519918441772461
1769024842.6245806,0.07632923126220703
1769024842.8136208,0.08909010887145996
1769024842.9940915,0.0822596549987793
1769024843.0867968,0.0008144378662109375
1769024843.5154371,0.3641664981842041
1769024843.6642084,0.058174848556518555
1769024843.856957,0.09795188903808594
1769024844.1021647,0.16334104537963867
1769024844.3166497,0.1299281120300293
1769024844.5704594,0.15487194061279297
1769024844.8138382,0.15072846412658691
1769024844.922965,0.013781070709228516
1769024845.2822924,0.24613451957702637
1769024845.415621,0.06014132499694824
1769024845.6499119,0.14964532852172852
1769024846.0421696,0.3039698600769043
1769024846.5360975,0.38325023651123047
1769024846.7824745,0.17297005653381348
1769024846.9783769,0.15676283836364746
1769024847.192701,0.17695975303649902
1769024847.289303,0.023773908615112305
1769024847.4940999,0.13071703910827637
1769024847.7379012,0.14239835739135742
1769024847.897899,0.04853177070617676
1769024848.0372438,0.05163908004760742
1769024848.2871225,0.18791794776916504
1769024848.4753551,0.07844972610473633
1769024848.591786,0.04428291320800781
1769024848.7918067,0.10248899459838867
1769024848.9399292,0.09670829772949219
1769024849.1277635,0.10204839706420898
1769024849.4196405,0.22978854179382324
1769024849.6368568,0.09272885322570801
1769024849.8035676,0.06051206588745117
1769024849.8379486,0.09489297866821289
1769024850.014238,0.08893465995788574
1769024850.2480567,0.16588163375854492
1769024850.4590852,0.13760685920715332
1769024850.828036,0.2944827079772949
1769024851.007784,0.11778545379638672
1769024851.517665,0.4291224479675293
1769024851.710891,0.6223485469818115
1769024852.1711285,0.31171226501464844
1769024852.4384475,0.579031229019165
1769024853.1601377,0.6160085201263428
1769024853.303303,0.03649568557739258
1769024853.5887609,0.1505260467529297
1769024854.1367633,0.45258474349975586
1769024854.2806046,0.04090428352355957
1769024854.4837658,0.13520550727844238
1769024854.7417257,0.19823026657104492
1769024854.866165,0.0778658390045166
1769024854.9862242,0.03616666793823242
1769024855.2362466,0.16055083274841309
1769024855.4013574,0.060323476791381836
1769024855.5677533,0.06781315803527832
1769024855.7765975,0.11701607704162598
1769024856.3179383,0.4651331901550293
1769024856.4897685,0.03793907165527344
1769024856.6557224,0.03843832015991211
1769024856.991634,0.20107269287109375
1769024857.1382222,0.062470436096191406
1769024857.392534,0.1715550422668457
1769024857.578885,0.11424398422241211
1769024857.6747315,0.0010657310485839844
1769024858.2152417,0.46575331687927246
1769024858.425254,0.11699795722961426
1769024858.6136544,0.08567976951599121
1769024859.1110768,0.4016702175140381
1769024859.3839025,0.16131162643432617
1769024859.689675,0.19995784759521484
1769024859.9666188,0.1789264678955078
1769024860.1039376,0.026771068572998047
1769024860.2539954,0.06514811515808105
1769024860.417859,0.06350088119506836
1769024861.0863042,0.7319459915161133
1769024861.322922,0.14165425300598145
1769024861.5507536,0.05974173545837402
1769024862.090029,0.35146284103393555
1769024862.26714,0.0664522647857666
1769024862.5945992,0.21222352981567383
1769024863.5193887,0.8010561466217041
1769024863.6644108,0.044388771057128906
1769024863.778418,0.02576303482055664
1769024864.0207627,0.17832136154174805
1769024864.2368205,0.14265894889831543
1769024864.4005692,0.08072066307067871
1769024864.650435,0.15146875381469727
1769024865.0407588,0.26164817810058594
1769024865.2417974,0.09675431251525879
1769024865.6553733,0.32673144340515137
1769024865.8877413,0.14664840698242188
1769024866.1759505,0.20511150360107422
1769024866.4303813,0.13688063621520996
1769024866.7775652,0.24263453483581543
1769024867.1771357,0.3018045425415039
1769024867.4217868,0.15393638610839844
1769024867.9522083,0.431546688079834
1769024868.3438709,0.28215789794921875
1769024868.4815984,0.03951859474182129
1769024868.6908596,0.11783576011657715
1769024868.8411615,0.07017326354980469
1769024868.9719145,0.04355669021606445
1769024870.1723754,1.098618984222412
1769024870.3710594,0.11129307746887207
1769024870.479819,0.01827096939086914
1769024870.6005738,0.027980566024780273
1769024870.7470324,0.04378366470336914
1769024871.3815784,0.5339112281799316
1769024871.5615761,0.10333609580993652
1769024871.7862492,0.14698338508605957
1769024871.9260178,0.03500509262084961
1769024872.158297,0.15665078163146973
1769024872.7507212,0.4659099578857422
1769024873.1536741,0.30646705627441406
1769024873.4203296,0.1824333667755127
1769024873.5756683,0.0644369125366211
1769024873.8572643,0.19658470153808594
1769024874.0550256,0.13452410697937012
1769024874.3105874,0.16556191444396973
1769024874.5227666,0.12093210220336914
1769024874.7120547,0.08528971672058105
1769024874.994593,0.16719436645507812
1769024875.406155,0.31026625633239746
1769024875.554246,0.06014060974121094
1769024875.7797985,0.1138150691986084
1769024876.0820415,0.21377229690551758
1769024876.3630261,0.21022486686706543
1769024876.5159335,0.09452509880065918
1769024876.7497413,0.16406917572021484
1769024876.933311,0.11239409446716309
1769024877.1528823,0.16164112091064453
1769024877.3085778,0.060614824295043945
1769024877.513592,0.11849021911621094
1769024877.8655355,0.2332766056060791
1769024878.7135506,0.7511210441589355
1769024878.8624306,0.06222796440124512
1769024879.4909246,0.5285203456878662
1769024879.657874,0.05631566047668457
1769024879.9043608,0.17209887504577637
1769024880.0692408,0.09316682815551758
1769024880.1295373,0.15346336364746094
1769024880.3966732,0.15440034866333008
1769024880.7231848,0.22803592681884766
1769024881.1849122,0.3567771911621094
1769024881.4035625,0.10324978828430176
1769024881.4049532,0.10464048385620117
1769024881.7026615,0.17381715774536133
1769024881.9127245,0.07447600364685059
1769024882.1458461,0.17531418800354004
1769024882.298549,0.10136628150939941
1769024882.5204763,0.1700727939605713
1769024882.5339448,0.18354129791259766
1769024882.7936265,0.17849469184875488
1769024883.0302763,0.16669058799743652
1769024883.1457691,0.032537221908569336
1769024883.6263604,0.38448333740234375
1769024884.0051563,0.303178071975708
1769024884.7788694,1.0768911838531494
1769024885.0904284,0.171553373336792
1769024885.194283,0.02763223648071289
1769024885.5738807,0.26775169372558594
1769024886.0751889,0.42286133766174316
1769024886.3385527,0.1752772331237793
1769024886.5098379,0.07070493698120117
1769024886.9100654,0.32625508308410645
1769024887.111132,0.10103869438171387
1769024887.928215,0.6969480514526367
1769024888.2776766,0.2346353530883789
1769024888.507187,0.1291506290435791
1769024888.7767193,0.1861555576324463
1769024888.9818554,0.11392641067504883
1769024889.2581782,0.19782447814941406
1769024889.5658355,0.2174663543701172
1769024889.8207579,0.16280794143676758
1769024890.3637788,0.44905543327331543
1769024890.5705855,0.1277916431427002
1769024890.6490667,0.20627284049987793
1769024890.8534245,0.18813323974609375
