feature,importance,std
std_iki,0.136038,0.07885559625670205
coeff_variation,0.12158133333333333,0.04897040306484452
mean_iki,0.065666,0.032143658270333816
excess_kurtosis,0.05525133333333334,0.040694019957892257
entropy,0.03451566666666667,0.026328692757775374
skewness,0.031273666666666665,0.02396202454579607
hjorth_mobility,0.0018963333333333332,0.0021316606984539853
